MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,TYPE_AUDIT_DESC,PART_DESC,DEF_DESC,Cluster,REMARKS_Column1_Similarity
RWD,Serie,19-Jan-23,Right side of rear bumper scratched.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.88
RWD,Serie,19-Jan-23,Left side B-pillar trim scratched.,1,TR4ST7,CPA,"Trim, B-pillar left",Kratzer,Lower inside right B-pillar trim scratched.,0.82
RWD,Serie,19-Nov-22,Minor scratch on left side rear bumper.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.81
RWD,Serie,27-Feb-23,Front left inside B-pillar scratch.,1,TR4ST7,CPA,"B-pillar, left, inner",Kratzer,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,27-Feb-23,Scratchces on inner right B-pillar.,1,TR4ST9,CPA,"B-pillar, right, inner",Kratzer,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,8-Feb-23,Left front door frame scratched at bottom front corner.,1,TR4ST9,CPA,Door frame,Kratzer,Scratches on front right seat frame panel.,0.81
RWD,Serie,18-Jan-23,Bottom rear inside right door frame scratched.,1,TR1ST7,CPA,"Rear-end door, right, inside",Kratzer,Scratches on front right seat frame panel.,0.81
RWD,Serie,16-Nov-22,Scratch on right rear bumper end piece.,1,TR4ST6,CPA,Bumper end piece,Kratzer,Scratch on left rear bumper end piece.,0.93
RWD,Serie,8-Feb-23,Rear inside left door handle scratched.,1,TR4ST7,CPA,"Door handle, rear-end door",Kratzer,Left rear door scratched by door handle.,0.77
RWD,Serie,7-Feb-23,Right side front seat frame paneling is scratched.,1,TR4ST8,CPA,"Front seat, right",Kratzer,Front left seat frame trim paneling is scratched.,0.83
RWD,Serie,13-Dec-22,Scratch on lower left inner B-pillar.,1,TR4ST6,CPA,"B-pillar, left, inner",Kratzer,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,24-Feb-23,Front inside left door panel scratched and has a scuff mark.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel has a scuff mark.,0.9
RWD,Serie,24-Aug-22,Scratches on edge of fuel door.,1,TR2ST1,CPA,Fuel filler flap,Kratzer,Inner fuel door scratched at the edge.,0.76
RWD,Serie,6-Sep-22,Scratches on rear inside right D-pillar near grab handle.,1,TR4ST7,CPA,D-pillar,Kratzer,Scratches on front right seat frame panel.,0.75
RWD,Serie,22-Aug-22,Rear left wireway cover scratched.,1,TR3ST1,CPA,Trunk/cargo area,Kratzer,Rear right door wireway cover is damaged.,0.75
RWD,Serie,20-Aug-22,Top rear inside right door scratched.,1,TR1ST6,CPA,"Rear-end door, right",Kratzer,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,20-Aug-22,Left rear tire rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, rear, left",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,20-Aug-22,Rear right tire rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, rear, right",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,1-Sep-22,Rear right tire rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, rear, right",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,1-Sep-22,Front right door protective strip scratched.,1,FDPA3,CPA,"Protective strip, front door, right",Kratzer,Protective strip on front left door scratched.,0.87
RWD,Serie,18-Aug-22,Rear left tire rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, rear, left",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,30-Aug-22,Scratches on lower inside right rear door.,1,FINST1,CPA,"Rear-end door, right, inside",Kratzer,Scratches on lower rear inside left door panel.,0.82
RWD,Serie,17-Aug-22,Scratches on rear left sidewall protective strip.,1,TR4ST6,CPA,"Protective strip, sidewall, left",Kratzer,Left sidewall protective strip scratched.,0.9
RWD,Serie,17-Aug-22,Protective strip near front right wheel well arch scratched.,1,TR4ST6,CPA,"Protective strip, wheel arch, front, right",Kratzer,Scratch on protective strip at front right wheel well arch.,0.8
RWD,Serie,29-Aug-22,Scratches on inside front right seat frame.,1,TR4ST8,CPA,"Front seat, right",Kratzer,Scratches on front right seat frame panel.,0.81
RWD,Serie,27-Aug-22,Scratch at top front side of driver seat box near guide rail.,1,TR4ST8,CPA,"Seat base, front seat, left",Kratzer,Scratch on right side of driver seat guide rail.,0.75
RWD,Serie,11-Aug-22,Rear inside right sliding door scratched.,1,TR3ST2,CPA,"Sliding door, right, inner",Kratzer,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,25-Aug-22,Scratches on lower right side of front bumper.,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.83
RWD,Serie,9-Aug-22,Rear right sidewall protective strip scratched.,1,TR4ST6,CPA,"Protective strip, sidewall, right",Kratzer,Left sidewall protective strip scratched.,0.88
RWD,Serie,5-Oct-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,10-Oct-23,Front inside right door panel scratched.,3,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,26-Sep-23,Left front door panel scratched.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.95
RWD,Serie,23-Sep-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,24-Aug-23,Scratches on the left side door panel.,1,FDPA3,CPA,"Trim piece, door panel, front door, left",Kratzer,Front inside left door panel scratched.,0.78
RWD,Serie,22-Aug-23,Left front door panel scratched.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.95
RWD,Serie,18-Jul-23,Right front lower door panel is scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,20-Jul-23,Bottom of front right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.83
RWD,Serie,20-Jul-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,27-Jun-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,26-Jun-23,Right front door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,15-Jun-23,Front inside left and right door panel scratched.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.88
RWD,Serie,10-Mar-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,3-Apr-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,22-Mar-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,22-Mar-23,Multiple scratches on front inside left door panel.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,13-Apr-23,Front inside right door panel scratched.,3,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,12-Apr-23,Right side of lower section of instrument panel scratched.,1,TR3ST7,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,21-Apr-23,Multiple scratches on front inside right door panel.,3,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,30-Mar-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,10-Apr-23,Left front door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.95
RWD,Serie,17-Mar-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,16-Mar-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,19-Apr-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,27-Mar-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,5-Apr-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,25-Mar-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,25-Mar-23,Multiple scratches on front inside left door panel.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,17-Apr-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,17-Apr-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,9-May-23,Multiple scratches on front inside right door panel.,3,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,5-May-23,Multiple scratches on front inside right door panel.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,25-Apr-23,Multiple scratches on front inside right door panel.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,1-Jun-23,Multiple scratches on front inside right door panel.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,18-May-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,17-May-23,Front inside left door panel scratched on the lower area.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.79
RWD,Serie,9-Jun-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,12-May-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,12-May-23,Scratches on the left side door panel.,1,FDPA3,CPA,"Trim piece, door panel, front door, left",Kratzer,Front inside left door panel scratched.,0.78
RWD,Serie,25-May-23,Multiple scratches on left front door panel.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,29-Apr-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,24-May-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,26-Apr-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,5-Jun-23,Front inside right door panel gouged and has multiple scratches.,3,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.76
RWD,Serie,22-May-23,Front inside right door panel scratched.,3,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,20-May-23,Multiple scratches on left front door panel.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,10-Oct-22,Multiple scratches on front inside left door panel.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,24-Oct-22,Multiple scratches on far left side of instrument panel.,3,PACST4,CPA,"Cover, driver side, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,23-Sep-22,Right side of lower section of instrument panel scratched.,3,PACST3,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,22-Oct-22,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,9-Nov-22,Front lower section of instrument panel scratched on right side.,1,TR3ST5,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,3-Oct-22,Scratch on left front door panel,1,FDPA3,CPA,"Front door, left",Kratzer,Front inside left door panel scratched.,0.94
RWD,Serie,19-Oct-22,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,15-Sep-22,Multiple scratches on front inside left door panel.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,31-Oct-22,Front lower section of instrument panel scratched near cup holder.,1,PACST4,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,26-Sep-22,Right side of lower section of instrument panel scratched.,1,TR3ST7,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,13-Sep-22,Scratch on lower section of instrument panel.,1,PACST3,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,28-Oct-22,Right side of lower section of instrument panel scratched near cup holder.,1,PACST4,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,12-Dec-22,Left side of lower section of instrument panel scratched.,3,TR3ST5,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,10-Dec-22,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,9-Dec-22,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,6-Dec-22,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,1-Dec-22,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,3-Mar-23,Side air vent cover on left side instrument panel scratched.,1,TR3ST7,CPA,"Side air vent, left, instrument panel",Kratzer,Front inside left door panel scratched.,0.75
RWD,Serie,2-Mar-23,Scratches on front left door panel.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.94
RWD,Serie,11-Feb-23,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,28-Feb-23,Scratches on front left door panel.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.94
RWD,Serie,19-Jan-23,Left front door panel scratched.,1,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.95
RWD,Serie,14-Dec-22,Front inside right door panel scratched.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,14-Dec-22,Left front door scratched.,3,,CPA,"Front door, left",Kratzer,Front inside left door panel scratched.,0.85
RWD,Serie,6-Sep-22,Left front door panel scratched.,3,FDPA3,CPA,"Door trim, front door, left",Kratzer,Front inside left door panel scratched.,0.95
RWD,Serie,22-Aug-22,Multiple scratches on front inside right door panel.,1,FDPA3,CPA,"Door trim, front door, right",Kratzer,Front inside left door panel scratched.,0.89
RWD,Serie,19-Aug-22,Left side of lower section of instrument panel scratched.,1,TR3ST7,CPA,"Lower section, instrument panel",Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,5-Oct-23,Front inside left instrument panel scratched.,1,PACST2,CPA,Instrument panel,Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,10-Oct-23,Instrument panel scratched on left side near cup holder.,3,PACST2,CPA,Instrument panel,Kratzer,Front inside left door panel scratched.,0.8
RWD,Serie,30-Aug-23,Multiple scratches on front instrument panel.,1,PACST2,CPA,Instrument panel,Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,8-Sep-23,Front inside left instrument panel scratched.,1,PACST3,CPA,Instrument panel,Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,21-Aug-23,Front inside left instrument panel scratched.,1,PACST3,CPA,Instrument panel,Kratzer,Front inside left door panel scratched.,0.81
RWD,Serie,3-Aug-23,Instrument panel scratched on the lower driver side.,1,PACST4,CPA,Instrument panel,Kratzer,Front inside left door panel scratched.,0.77
RWD,Serie,26-Jul-23,Instrument panel is scratched on the left and right side at the instrument cluster.,1,PACST3,CPA,Instrument panel,Kratzer,Front inside left door panel scratched.,0.76
