MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,PNR,TYPE_AUDIT_DESC,PART_DESC,SFARTNR,TURN,Cluster,REMARKS_Column1_Similarity
RWD,Serie,22-Mar-23,Partition wall scratched at top left corner in cargo area.,1,TR3ST6,93677847,CPA,"Partition wall, cargo area",10,A,Front inside right partition wall scratched.,0.75
RWD,Serie,24-Apr-23,Rear bumper scratched.,1,TR4ST6,93723971,CPA,"Plastic trim, rear bumper",10,,Left side of rear bumper step scratched.,0.87
RWD,Serie,24-Apr-23,Front right mirror cover scratched.,1,FDPA1,93717809,CPA,"Cover, mirror triangle, right",10,,Front of left side mirror scratched.,0.78
RWD,Serie,13-Apr-23,Bottom rear inside right door frame scratched by striker.,1,FINST1,93686673,CPA,"Rear-end door, right, inside",10,A,Scratches on front right seat frame panel.,0.81
RWD,Serie,12-Apr-23,Right side protective strip at front fender scratched.,1,TR2ST3,93704021,CPA,"Protective strip, wheel arch, front, right",10,A,Protective strip on front left door scratched.,0.84
RWD,Serie,21-Mar-23,Front bumper step is scratched.,1,CHAST6,93683266,CPA,"Foot board/flap, bumper",10,A,Left side of rear bumper step scratched.,0.78
RWD,Serie,21-Apr-23,Small scratch on inner front left door frame.,1,FDPA3,93717676,CPA,"Front door, left, inside",10,B,Scratches on front right seat frame panel.,0.78
RWD,Serie,21-Apr-23,Scratch on outside C-pillar near sliding door guide rail.,1,TR3ST2,93715837,CPA,"C-pillar, right",10,B,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.78
RWD,Serie,21-Apr-23,Top of front left door entrance step scratched.,1,TR4ST6,93715837,CPA,"Entrance, front door, left",10,B,Front right door entrance step scratched.,0.86
RWD,Serie,21-Apr-23,Scratches on top of inner sliding door entrance.,1,TR3ST2,93715837,CPA,"Sliding door entrance, right",10,B,Scratch on sliding door entrance step.,0.82
RWD,Serie,30-Mar-23,Scratch on inside lower left B-pillar.,1,TR4ST9,93690717,CPA,"B-pillar, left",10,C,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,20-Mar-23,Front right bumper scratched,1,CHAST6,93677979,CPA,Front bumper,10,C,Left side of rear bumper step scratched.,0.83
RWD,Serie,20-Apr-23,E-brake cover has multiple scratches at the top.,1,TR3ST3,93716694,CPA,"Cover, actuator, parking brake",10,C,E-brake cover is scratched at the top.,0.8
RWD,Serie,20-Apr-23,Inner fuel door scratched.,1,TR2ST1,93718740,CPA,Fuel filler flap,10,,Inner fuel door scratched at the edge.,0.76
RWD,Serie,10-Apr-23,Left side kick panel scratched.,1,TR3ST8,93707107,CPA,"Trim, A-pillar, lower",10,C,Instrument panel scratched on left side near the kick panel.,0.77
RWD,Serie,29-Mar-23,Right side airbag cover scratched.,1,TR3ST6,93692036,CPA,"Cover, SRS, airbag, right, headliner",10,C,Right side window airbag cover is scratched.,0.83
RWD,Serie,17-Mar-23,Scratches on right sidewall near sliding door guide rail.,1,TR2ST1,93675940,CPA,"Sidewall, right",10,A,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.76
RWD,Serie,11-Apr-23,Scratches on rear right rim.,1,SLAST1,93701720,CPA,"Rear wheel, right",10,C,Rear right rim scratched.,0.95
RWD,Serie,11-Apr-23,Front right bumper scratched,1,CHAST6,93701720,CPA,Front bumper,10,C,Left side of rear bumper step scratched.,0.83
RWD,Serie,28-Mar-23,Scratch on front left seat base.,1,TR2ST4,93689263,CPA,"Seat base, front seat, left",10,C,Top of front left seat base scratched.,0.87
RWD,Serie,16-Mar-23,Scratch on front left B-pillar.,1,TR4ST9,93676997,CPA,"B-pillar, left",10,C,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,16-Mar-23,Front inside right partition wall scratched at the bottom.,1,TR3ST6,93676997,CPA,"Partition wall, cargo area",10,C,Front inside right partition wall scratched.,0.83
RWD,Serie,19-Apr-23,Scratches on right side of sliding door entrance cover.,1,TR2ST6,93715597,CPA,"Cover, entrance, sliding door, right",10,,Scratch on sliding door entrance step.,0.8
RWD,Serie,10-Apr-23,Lower right front door hinge scratched.,1,TR4ST9,93697878,CPA,"Hinge, lower, front door, right",10,C,Lower left front door hinge scratched.,0.89
RWD,Serie,28-Mar-23,Scratch on inside right B-pillar.,1,TR4ST7,93689263,CPA,"B-pillar, right",10,C,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,28-Mar-23,Scratch on front left seat frame trim.,1,TR4ST8,93693489,CPA,"Seat base, front seat, left",10,C,Rear right rim scratched.,0.77
RWD,Serie,15-Mar-23,Scratch on the top of front left side mirror.,1,FDPA1,93674711,CPA,"Cover, mirror triangle, left",10,C,Front of left side mirror scratched.,0.83
RWD,Serie,15-Mar-23,Minor scratch on left side rear bumper.,1,TR4ST6,93673077,CPA,"Plastic trim, rear bumper",10,A,Left side of rear bumper step scratched.,0.81
RWD,Serie,6-Apr-23,Inside of left rear door scratched at lower door lock screws.,1,FINST3,93701001,CPA,"Rear-end door, left, inside",10,A,Bottom of inside left rear door scratched near lower door lock screws.,0.82
RWD,Serie,6-Apr-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST3,93701001,CPA,Instrument cluster,10,A,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,6-Apr-23,Front right door step entrance cover scratched.,1,TR4ST6,93702819,CPA,"Entrance, front door, right",10,C,Front right door entrance step scratched.,0.91
RWD,Serie,6-Apr-23,Multiple scratches on radiator grille.,1,CHAST6,93702819,CPA,Radiator grille,10,C,Scratch on left side of radiator grill.,0.87
RWD,Serie,27-Mar-23,Scratch on inside lower left B-pillar.,1,TR2ST4,93660793,CPA,"B-pillar, left",10,B,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,27-Mar-23,Front left of engine hood scratched.,1,TR2ST1,93660793,CPA,Engine hood,10,B,Underside of engine hood scratched on right side.,0.8
RWD,Serie,5-Apr-23,Front of right side mirror scratched.,1,FDPA1,93704278,CPA,"Outside mirror, right",10,A,Front of left side mirror scratched.,0.89
RWD,Serie,14-Mar-23,Scratch on inside lower left A-pillar.,1,,93669992,CPA,"A-pillar, left",10,,Lower inside right B-pillar trim scratched.,0.75
RWD,Serie,5-Apr-23,Scratches on front side of left seat frame.,1,TR4ST8,93699585,CPA,"Seat frame, front seat, left",10,,Scratches on front right seat frame panel.,0.81
RWD,Serie,5-Apr-23,Right side C-pillar scratched near middle sliding door guide rail.,1,TR2ST1,93699585,CPA,"Paint, C-pillar, right",10,,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.84
RWD,Serie,25-Mar-23,Left front door entrance step scratched.,1,TR4ST6,93688919,CPA,"Entrance, front door, left",10,C,Front right door entrance step scratched.,0.89
RWD,Serie,24-Mar-23,Right front door frame scratched.,1,,93686954,CPA,Door frame,10,A,Scratches on front right seat frame panel.,0.81
RWD,Serie,24-Mar-23,Right side protective strip at front fender scratched.,1,TR2ST3,93686954,CPA,"Protective strip, wheel arch, front, right",10,A,Protective strip on front left door scratched.,0.84
RWD,Serie,24-Mar-23,Left side B-pillar trim scratched.,1,TR4ST7,93673812,CPA,"Trim, B-pillar left",10,C,Lower inside right B-pillar trim scratched.,0.82
RWD,Serie,15-Apr-23,Scratch on inside right rear door by striker.,1,FINST1,93711661,CPA,"Rear-end door, right, inside",10,C,Scratches on front right seat frame panel.,0.81
RWD,Serie,19-May-23,Front left side mirror housing is scratched.,1,FDPA1,93749059,CPA,"Housing, outside mirror, left",10,B,Scratches on front left side mirror housing.,0.87
RWD,Serie,9-May-23,Minor scratch on bottom of left side rear bumper.,1,TR4ST6,93739852,CPA,"Plastic trim, rear bumper",10,B,Left side of rear bumper step scratched.,0.81
RWD,Serie,8-May-23,Front right door threshold cover is scratched.,1,TR4ST6,93741726,CPA,"Cover, entrance, front door, right",10,,Front right door threshold scratched.,0.84
RWD,Serie,2-Jun-23,Front left side of bumper scratched.,1,CHAST6,93760692,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.83
RWD,Serie,8-May-23,Front of right side mirror scratched.,1,FDPA1,93735066,CPA,"Outside mirror, right",10,,Front of left side mirror scratched.,0.89
RWD,Serie,5-May-23,Right side interior upper B-Pillar trim is scratched.,1,TR4ST7,93732808,CPA,"Trim, upper, B-pillar, right",10,B,Lower inside right B-pillar trim scratched.,0.8
RWD,Serie,25-Apr-23,Scratch on front left side mirror housing.,1,FDPA1,93717890,CPA,"Housing, outside mirror, left",10,C,Scratches on front left side mirror housing.,0.98
RWD,Serie,2-Jun-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,93765444,CPA,Instrument cluster,10,C,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,4-May-23,Left side front wheel has a scratched rim.,1,SLAST1,93739217,CPA,"Front wheel, left",10,C,Rear right rim scratched.,0.78
RWD,Serie,4-May-23,Scratch on rear left rim.,1,SLAST1,93739217,CPA,"Rear wheel, left",10,C,Rear right rim scratched.,0.87
RWD,Serie,4-May-23,Rear bumper scratched.,1,TR4ST6,93739217,CPA,"Plastic trim, rear bumper",10,C,Left side of rear bumper step scratched.,0.87
RWD,Serie,14-Jun-23,Instrument cluster scratched near housing glass.,1,PACST2,93790210,CPA,Instrument cluster,10,,Front left instrument cluster scratched near housing glass.,0.94
RWD,Serie,20-May-23,Front left seat base scratched.,1,TR2ST4,93758332,CPA,"Seat base, front seat, left",10,C,Top of front left seat base scratched.,0.87
RWD,Serie,13-Jun-23,Scratch on right sliding door protective strip.,1,SDPA,93796639,CPA,"Protective strip, sliding door, right",10,,Protective strip on front left door scratched.,0.78
RWD,Serie,18-May-23,Bottom front right door frame scratched.,1,FDPA3,93751865,CPA,"Front door, right, inside",10,B,Scratches on front right seat frame panel.,0.81
RWD,Serie,3-May-23,Front left transition molding scratched.,1,CHAST8,93735694,CPA,"Cover, entrance, front door, left",10,A,Front right transition molding scratched.,0.91
RWD,Serie,12-Jun-23,Instrument cluster scratched near housing glass.,1,PACST2,93777530,CPA,Instrument cluster,10,A,Front left instrument cluster scratched near housing glass.,0.94
RWD,Serie,31-May-23,Scratches on front right rim.,1,SLAST1,93772648,CPA,"Front wheel, right",10,B,Rear right rim scratched.,0.84
RWD,Serie,31-May-23,Front bumper scratched on right side at fender.,1,CHAST6,93763084,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.77
RWD,Serie,31-May-23,Scratches on right outside mirror housing.,1,FDPA1,93752228,CPA,"Housing, outside mirror, right",10,A,Scratch on right outside mirror housing.,0.98
RWD,Serie,31-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,93752228,CPA,Instrument cluster,10,A,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,3-May-23,Front left tire rim scratched.,1,SLAST1,93732329,CPA,"Front wheel, left",10,A,Rear right rim scratched.,0.84
RWD,Serie,3-May-23,Long scratch on bottom right partition wall.,1,OPTST1,93732329,CPA,"Partition wall, cargo area",10,A,Front inside right partition wall scratched.,0.78
RWD,Serie,10-Jun-23,Scratches on lower passenger door hinge.,1,TR4ST9,93775724,CPA,"Hinge, lower, front door, right",10,,Lower left front door hinge scratched.,0.81
RWD,Serie,10-Jun-23,Scratches on instrument panel near center storage flap.,1,PACST4,93775724,CPA,Instrument panel,10,,Instrument panel scratched on the driver side near stowage flap.,0.8
RWD,Serie,30-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,93751949,CPA,Instrument cluster,10,A,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,16-May-23,Left side B-pillar scratched below the door striker.,1,TR4ST8,93755791,CPA,"B-pillar, left",10,C,Front right B-pillar scratched near striker.,0.75
RWD,Serie,3-May-23,Interior roof is scratched by motion sensor.,1,TR3ST6,93732329,CPA,High roof,10,A,Interior roof bow is scratched by the motion sensor.,0.91
RWD,Serie,10-Jun-23,Front right door step entrance cover scratched.,1,TR4ST6,93770337,CPA,"Entrance, front door, right",10,A,Front right door entrance step scratched.,0.91
RWD,Serie,26-May-23,Front left side of  instrument cluster scratched near housing glass.,1,PACST2,93760890,CPA,Instrument cluster,10,B,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,2-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,93693810,CPA,Instrument cluster,10,,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,9-Jun-23,Front right rim scratched.,1,SLAST1,93797322,CPA,"Disk wheel, steel, front, right",10,C,Rear right rim scratched.,0.84
RWD,Serie,9-Jun-23,Scratches on right outside mirror housing.,1,FDPA1,93775146,CPA,"Housing, outside mirror, right",10,B,Scratch on right outside mirror housing.,0.98
RWD,Serie,13-May-23,Scratch on inner left B-Pillar near lock striker.,1,TR4ST8,93739043,CPA,"B-pillar, left, inner",10,,Front right B-pillar scratched near striker.,0.8
RWD,Serie,1-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,93722296,CPA,Instrument cluster,10,,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,12-May-23,Sliding door entrance step scratched.,1,TR2ST6,93737633,CPA,"Cover, entrance, front, sliding door, right",10,,Scratch on sliding door entrance step.,0.95
RWD,Serie,12-May-23,Sliding door protective strip is scratched.,1,SDPA,93737633,CPA,"Protective strip, sliding door, right",10,,Protective strip on front left door scratched.,0.78
RWD,Serie,12-May-23,Front right door protective strip scratched.,1,FDPA2,93737633,CPA,"Protective strip, front door, right",10,,Protective strip on front left door scratched.,0.87
RWD,Serie,12-May-23,Rear inside right sidewall panel scratched.,1,TR3ST1,93737633,CPA,"Panel, sidewall, right",10,,Scratches on lower rear inside left door panel.,0.76
RWD,Serie,29-Apr-23,Scratch on front side of partition wall behind the passenger seat.,1,TR3ST6,93720456,CPA,"Partition wall, cargo area",10,C,Front inside right partition wall scratched.,0.78
RWD,Serie,25-May-23,Scratch on lower front right door hinge.,1,TR4ST9,93750677,CPA,"Hinge, lower, front door, right",10,,Lower left front door hinge scratched.,0.89
RWD,Serie,29-Apr-23,Scratch on outside left B-pillar below protective strip.,1,,93723294,CPA,"B-pillar, left",10,,Scratches on left B-pillar below protective strip.,0.9
RWD,Serie,29-Apr-23,Right side protective strip at front fender scratched.,1,TR2ST3,93723294,CPA,"Protective strip, wheel arch, front, right",10,,Protective strip on front left door scratched.,0.84
RWD,Serie,7-Jun-23,Scratches on top right side of radiator grille.,1,CHAST6,93763704,CPA,Radiator grille,10,B,Scratch on left side of radiator grill.,0.92
RWD,Serie,11-May-23,Rear bumper scratched.,1,TR4ST6,93744811,CPA,"Cover, bumper rear lower",10,C,Left side of rear bumper step scratched.,0.87
RWD,Serie,7-Jun-23,Scratch on lower right B-pillar near front right door.,1,TR4ST9,93760734,CPA,"B-pillar, right",10,B,Lower inside right B-pillar trim scratched.,0.76
RWD,Serie,7-Jun-23,Upper inside right B-pillar trim scratched.,1,TR4ST7,93760734,CPA,"Trim, B-pillar right",10,B,Lower inside right B-pillar trim scratched.,0.8
RWD,Serie,7-Jun-23,Small scratch on rear left taillight.,1,TR3ST4,93760734,CPA,Taillamp left,10,B,Scratches on the rear left taillight.,0.85
RWD,Serie,7-Jun-23,Scratches on top right side of radiator grille.,1,CHAST6,93760734,CPA,Radiator grille,10,B,Scratch on left side of radiator grill.,0.92
RWD,Serie,7-Jun-23,Scratch on front side of passenger seat frame.,1,TR4ST8,93760734,CPA,"Seat frame, front seat, right",10,B,Scratches on front right seat frame panel.,0.81
RWD,Serie,24-May-23,Scratch on passenger side entrance.,1,TR4ST6,93764496,CPA,"Entrance, front door, right",10,,Scratches on passenger door entrance step.,0.76
RWD,Serie,24-May-23,Scratch on left side of instrument panel below steering wheel.,1,PACST3,93764496,CPA,Instrument panel,10,,Left side of instrument panel scratched below steering wheel.,0.97
RWD,Serie,28-Apr-23,Front left inner door frame scratched.,1,TR4ST9,93714962,CPA,Door frame,10,C,Scratches on front right seat frame panel.,0.78
RWD,Serie,28-Apr-23,Rear inside right D-pillar trim scratched at the top.,1,TR4ST7,93714962,CPA,"Trim, D-pillar",10,C,Rear right rim scratched.,0.75
RWD,Serie,6-Jun-23,Right side of cockpit overhead console scratched.,1,TR3ST6,93766350,CPA,"Interior lamp/overhead control panel, front",10,B,Cockpit overhead console scratched.,0.92
RWD,Serie,10-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,93751808,CPA,Instrument cluster,10,C,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,22-May-23,Scratch on rear inside right grab handle.,1,TR4ST7,93754513,CPA,"Grab handle, entrance, rear-end door, right",10,C,Scratches on front right seat frame panel.,0.75
RWD,Serie,26-Apr-23,Glass housing is scratched on left side of the instrument cluster.,1,PACST2,93715175,CPA,Instrument cluster housing/glass,10,A,Front left instrument cluster scratched near housing glass.,0.79
RWD,Serie,26-Apr-23,Scratch on corner of  inside rear left lower door trim.,1,TR1ST8,93720589,CPA,"Door trim, rear-end door, left, lower",10,C,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,5-Jun-23,Minor scratch on rear right taillight.,1,TR3ST4,93772259,CPA,Taillamp right,10,,Scratches on the rear left taillight.,0.83
